Year,Economy,Economy Label,Partner,Partner Label,Flow,Flow Label,Category,Category Label,US dollars at current prices in millions,US dollars at current prices in millions Footnote,Growth rate (over previous period),Growth rate (over previous period) Footnote,Percentage of total world,Percentage of total world Footnote,Percentage of total trade in services,Percentage of total trade in services Footnote
2009,5123,"Southern Africa",0000,"World",02,"Exports",SICT,"ICT services",410.707,,10.67189,,0.143168,,2.79668,
2009,5124,"Western Africa",0000,"World",02,"Exports",SICT,"ICT services",625.877,,1.403,,0.218174,,7.32916,
2009,516,"Namibia",0000,"World",01,"Imports",SICT,"ICT services",41.879,,117.14049,,,,7.69181,
2009,516,"Namibia",0000,"World",02,"Exports",SICT,"ICT services",16.181,,24.68659,,0.005641,,2.62963,
2009,5200,"Americas",0000,"World",02,"Exports",SICT,"ICT services",32007.876,,0.92373,,11.157578,,4.46829,
2009,5210,"Northern America",0000,"World",02,"Exports",SICT,"ICT services",26673.451,,1.74008,,9.298059,,4.49162,
2009,5220,"Latin America and the Caribbean",0000,"World",02,"Exports",SICT,"ICT services",5334.425,,-2.96928,,1.859519,,4.35519,
2009,5222,"Central America",0000,"World",02,"Exports",SICT,"ICT services",1721.234,,-4.50401,,0.600002,,5.50829,
2009,5223,"South America",0000,"World",02,"Exports",SICT,"ICT services",3085.932,,-3.55285,,1.075721,,5.00393,
2009,524,"Nepal",0000,"World",01,"Imports",SICT,"ICT services",23.08,"Estimated",532.88189,"Estimated",,,2.74208,"Estimated"
2009,524,"Nepal",0000,"World",02,"Exports",SICT,"ICT services",39.119,"Estimated",-12.21503,"Estimated",0.013636,"Estimated",5.55052,"Estimated"
2009,530,"Netherlands Antilles",0000,"World",01,"Imports",SICT,"ICT services",60.871,,16.17452,,,,6.53835,"Estimated"
2009,530,"Netherlands Antilles",0000,"World",02,"Exports",SICT,"ICT services",30.056,,7.66432,,0.010477,,1.43667,"Estimated"
2009,5300,"Asia",0000,"World",02,"Exports",SICT,"ICT services",71881.72,,-1.2989,,25.057143,,8.28697,
2009,5310,"Central Asia",0000,"World",02,"Exports",SICT,"ICT services",324.067,"Estimated",9.25766,"Estimated",0.112966,"Estimated",3.7692,"Estimated"
2009,5320,"Southern Asia",0000,"World",02,"Exports",SICT,"ICT services",34935.236,,-6.39376,,12.178022,,30.96664,
2009,5330,"Eastern Asia",0000,"World",02,"Exports",SICT,"ICT services",11615.939,,-1.60704,,4.049183,,2.64911,
2009,5340,"Western Asia",0000,"World",02,"Exports",SICT,"ICT services",16796.16,,6.18267,,5.854948,,12.78259,
2009,5350,"South-eastern Asia",0000,"World",02,"Exports",SICT,"ICT services",8210.318,,8.23335,,2.862023,,4.66205,
2009,5400,"Europe",0000,"World",02,"Exports",SICT,"ICT services",176446.467,,-2.30776,,61.507213,,9.141,
2009,5410,"Eastern Europe",0000,"World",02,"Exports",SICT,"ICT services",10726.239,,-6.93446,,3.739044,,6.59986,
2009,5420,"Northern Europe",0000,"World",02,"Exports",SICT,"ICT services",70309.464,,-6.75469,,24.509072,,12.81429,
2009,5430,"Southern Europe",0000,"World",02,"Exports",SICT,"ICT services",22126.475,,15.36391,,7.713035,,6.90438,
2009,5440,"Western Europe",0000,"World",02,"Exports",SICT,"ICT services",73284.289,,-1.64074,,25.546062,,8.15536,
2009,548,"Vanuatu",0000,"World",01,"Imports",SICT,"ICT services",2.569,,-8.35283,,,,2.3625,
2009,548,"Vanuatu",0000,"World",02,"Exports",SICT,"ICT services",3.167,,-25.10517,,0.001104,,1.27569,
2009,5500,"Oceania",0000,"World",02,"Exports",SICT,"ICT services",2077.933,,-8.25121,,0.724344,,3.59612,
2009,558,"Nicaragua",0000,"World",01,"Imports",SICT,"ICT services",22.8,,-8.43373,,,,3.25807,
2009,558,"Nicaragua",0000,"World",02,"Exports",SICT,"ICT services",87,,-6.14887,,0.030327,,11.82547,
2009,5600,"Asia and Oceania",0000,"World",02,"Exports",SICT,"ICT services",73959.653,,-1.50858,,25.781486,,7.994,
2009,566,"Nigeria",0000,"World",01,"Imports",SICT,"ICT services",502.579,,25.5255,,,,2.68769,
2009,566,"Nigeria",0000,"World",02,"Exports",SICT,"ICT services",36.6,,22.81055,,0.012758,,1.65001,
2009,5700,"Sub-Saharan Africa excluding South Africa",0000,"World",02,"Exports",SICT,"ICT services",1813.617,,1.74243,,0.632206,,6.56074,
2009,5701,"Africa excluding South Africa",0000,"World",02,"Exports",SICT,"ICT services",4108.566,,-13.16883,,1.432199,,5.63021,
2009,5702,"Northern America and Europe",0000,"World",02,"Exports",SICT,"ICT services",203119.918,,-1.79467,,70.805272,,8.04714,
2009,5703,"Central and Southern Asia",0000,"World",02,"Exports",SICT,"ICT services",35259.303,,-6.27035,,12.290988,,29.04068,
2009,5704,"Eastern and South-Eastern Asia",0000,"World",02,"Exports",SICT,"ICT services",19826.257,,2.24244,,6.911206,,3.22591,
2009,5705,"Western Asia and Northern Africa",0000,"World",02,"Exports",SICT,"ICT services",19091.109,,1.72545,,6.654942,,10.80248,
2009,5706,"Europe, Northern America, Australia and New Zealand",0000,"World",02,"Exports",SICT,"ICT services",205125.267,,-1.85489,,71.504314,,7.95521,
2009,579,"Norway",0000,"World",01,"Imports",SICT,"ICT services",1529.82,,-38.75747,,,,4.12651,
2009,579,"Norway",0000,"World",02,"Exports",SICT,"ICT services",1682.437,,10.88178,,0.586478,,4.75304,
2009,583,"Micronesia (Federated States of)",0000,"World",02,"Exports",SICT,"ICT services",1.796,"Estimated",,,0.000626,"Estimated",5.61709,"Estimated"
2009,586,"Pakistan",0000,"World",01,"Imports",SICT,"ICT services",297,,39.43662,,,,4.4895,
2009,586,"Pakistan",0000,"World",02,"Exports",SICT,"ICT services",466,,68.84058,,0.162442,,11.7766,
2009,591,"Panama",0000,"World",01,"Imports",SICT,"ICT services",47.2,,-39.25354,,,,2.15437,
2009,591,"Panama",0000,"World",02,"Exports",SICT,"ICT services",273,,9.3312,,0.095165,,4.96833,
2009,598,"Papua New Guinea",0000,"World",01,"Imports",SICT,"ICT services",31.546,,-8.80023,,,,1.70795,
2009,598,"Papua New Guinea",0000,"World",02,"Exports",SICT,"ICT services",2.228,,-47.00285,,0.000777,,1.20175,
2009,600,"Paraguay",0000,"World",01,"Imports",SICT,"ICT services",1,"Estimated",0,"Estimated",,,0.18477,"Estimated"
2009,600,"Paraguay",0000,"World",02,"Exports",SICT,"ICT services",19,,58.33333,"Estimated",0.006623,,3.13443,
2009,604,"Peru",0000,"World",01,"Imports",SICT,"ICT services",160.755,"Estimated",20.76944,"Estimated",,,3.33677,"Estimated"
2009,604,"Peru",0000,"World",02,"Exports",SICT,"ICT services",91.403,"Estimated",-27.12712,"Estimated",0.031862,"Estimated",2.51413,"Estimated"
2009,608,"Philippines",0000,"World",01,"Imports",SICT,"ICT services",199.481,,-20.37481,,,,2.17153,
2009,608,"Philippines",0000,"World",02,"Exports",SICT,"ICT services",1895.848,,18.34944,,0.660871,,13.46091,
2009,616,"Poland",0000,"World",01,"Imports",SICT,"ICT services",1495.396,,-7.24875,,,,6.3881,
2009,616,"Poland",0000,"World",02,"Exports",SICT,"ICT services",1359.352,,-4.15009,,0.473855,,4.37709,
2009,620,"Portugal",0000,"World",01,"Imports",SICT,"ICT services",1017.818,"Estimated",-12.14596,"Estimated",,,7.15898,"Estimated"
2009,620,"Portugal",0000,"World",02,"Exports",SICT,"ICT services",985.336,"Estimated",-16.80021,"Estimated",0.343477,"Estimated",4.26319,"Estimated"
2009,624,"Guinea-Bissau",0000,"World",01,"Imports",SICT,"ICT services",6.61,,143.01405,,,,7.6082,
2009,624,"Guinea-Bissau",0000,"World",02,"Exports",SICT,"ICT services",12.14,"Estimated",,,0.004232,"Estimated",36.65456,"Estimated"
2009,626,"Timor-Leste",0000,"World",01,"Imports",SICT,"ICT services",3.311,,28.84048,"Estimated",,,0.40145,
2009,626,"Timor-Leste",0000,"World",02,"Exports",SICT,"ICT services",6.887,"Estimated",-16.49835,"Estimated",0.002401,"Estimated",13.35786,"Estimated"
2009,642,"Romania",0000,"World",01,"Imports",SICT,"ICT services",1861.517,"Estimated",19.20239,"Estimated",,,17.73368,"Estimated"
2009,642,"Romania",0000,"World",02,"Exports",SICT,"ICT services",1728.369,"Estimated",-4.23822,"Estimated",0.60249,"Estimated",14.64911,"Estimated"
2009,643,"Russian Federation",0000,"World",01,"Imports",SICT,"ICT services",3085.6,,1.18148,,,,4.8671,
2009,643,"Russian Federation",0000,"World",02,"Exports",SICT,"ICT services",2472.2,,-16.20485,,0.861781,,5.39823,
2009,678,"Sao Tome and Principe",0000,"World",01,"Imports",SICT,"ICT services",0.012,"Estimated",-17.445,"Estimated",,,0.06467,"Estimated"
2009,678,"Sao Tome and Principe",0000,"World",02,"Exports",SICT,"ICT services",1.044,"Estimated",7.84498,"Estimated",0.000364,"Estimated",10.02912,"Estimated"
2009,686,"Senegal",0000,"World",01,"Imports",SICT,"ICT services",68.723,"Estimated",-19.2558,"Estimated",,,5.95727,"Estimated"
2009,686,"Senegal",0000,"World",02,"Exports",SICT,"ICT services",131.981,"Estimated",-34.98601,"Estimated",0.046007,"Estimated",12.91614,"Estimated"
2009,688,"Serbia",0000,"World",01,"Imports",SICT,"ICT services",305.013,,-2.51594,,,,7.8439,
2009,688,"Serbia",0000,"World",02,"Exports",SICT,"ICT services",370.448,,41.59178,,0.129134,,8.7709,
2009,690,"Seychelles",0000,"World",01,"Imports",SICT,"ICT services",0.831,"Estimated",-4.63653,"Estimated",,,0.34496,"Estimated"
2009,690,"Seychelles",0000,"World",02,"Exports",SICT,"ICT services",6.769,"Estimated",4.77162,"Estimated",0.00236,"Estimated",1.61939,"Estimated"
2009,694,"Sierra Leone",0000,"World",01,"Imports",SICT,"ICT services",4.982,,-3.59217,,,,3.77142,
2009,694,"Sierra Leone",0000,"World",02,"Exports",SICT,"ICT services",45.462,"Estimated",,,0.015848,"Estimated",45.16566,"Estimated"
2009,704,"Viet Nam",0000,"World",01,"Imports",SICT,"ICT services",59,"Estimated",9.25926,"Estimated",,,0.72065,"Estimated"
2009,704,"Viet Nam",0000,"World",02,"Exports",SICT,"ICT services",124,"Estimated",55,"Estimated",0.043225,"Estimated",2.15054,"Estimated"
2009,705,"Slovenia",0000,"World",01,"Imports",SICT,"ICT services",463.922,,-0.41237,,,,9.42804,
2009,705,"Slovenia",0000,"World",02,"Exports",SICT,"ICT services",394.46,,-17.90242,,0.137504,,6.32723,
2009,716,"Zimbabwe",0000,"World",01,"Imports",SICT,"ICT services",8.32,"Estimated",,,,,0.89174,"Estimated"
2009,716,"Zimbabwe",0000,"World",02,"Exports",SICT,"ICT services",2,"Estimated",-23.07692,"Estimated",0.000697,"Estimated",0.81457,"Estimated"
2009,736,"Sudan (...2011)",0000,"World",01,"Imports",SICT,"ICT services",13.981,,-63.61229,,,,0.66547,
2009,760,"Syrian Arab Republic",0000,"World",01,"Imports",SICT,"ICT services",61.461,,-44.64403,,,,2.24784,
2009,760,"Syrian Arab Republic",0000,"World",02,"Exports",SICT,"ICT services",172.584,,-1.93311,,0.060161,,3.59668,
2009,762,"Tajikistan",0000,"World",01,"Imports",SICT,"ICT services",21.887,,-39.4802,,,,7.51793,
2009,762,"Tajikistan",0000,"World",02,"Exports",SICT,"ICT services",35.265,,-9.96553,,0.012293,,19.71516,
2009,764,"Thailand",0000,"World",01,"Imports",SICT,"ICT services",345.88,"Estimated",26.19213,"Estimated",,,1.0046,"Estimated"
2009,764,"Thailand",0000,"World",02,"Exports",SICT,"ICT services",437.634,"Estimated",-0.21979,"Estimated",0.152554,"Estimated",1.44892,"Estimated"
2009,776,"Tonga",0000,"World",01,"Imports",SICT,"ICT services",2.589,,91.91994,,,,4.79045,
2009,776,"Tonga",0000,"World",02,"Exports",SICT,"ICT services",0.866,,-53.71459,,0.000302,,2.54818,
2009,788,"Tunisia",0000,"World",01,"Imports",SICT,"ICT services",62.728,,17.64025,,,,2.18411,
2009,788,"Tunisia",0000,"World",02,"Exports",SICT,"ICT services",268.019,,33.37578,,0.093428,,5.02485,
2009,792,"Türkiye",0000,"World",01,"Imports",SICT,"ICT services",229,,-13.25758,,,,1.33996,
2009,792,"Türkiye",0000,"World",02,"Exports",SICT,"ICT services",632,"Estimated",-12.82759,"Estimated",0.220308,"Estimated",1.76457,"Estimated"
2009,798,"Tuvalu",0000,"World",01,"Imports",SICT,"ICT services",0.498,"Estimated",-38.22144,"Estimated",,,1.84129,"Estimated"
2009,798,"Tuvalu",0000,"World",02,"Exports",SICT,"ICT services",0.111,"Estimated",-27.20381,"Estimated",3.9E-05,"Estimated",3.76442,"Estimated"
2009,800,"Uganda",0000,"World",01,"Imports",SICT,"ICT services",34.732,,8.81089,,,,2.49341,
2009,800,"Uganda",0000,"World",02,"Exports",SICT,"ICT services",55.713,,4.75004,,0.019421,,5.42391,
2009,804,"Ukraine",0000,"World",01,"Imports",SICT,"ICT services",336,,-9.67742,,,,2.90657,
2009,804,"Ukraine",0000,"World",02,"Exports",SICT,"ICT services",566,,24.94481,,0.197301,,3.78697,
2009,807,"North Macedonia",0000,"World",01,"Imports",SICT,"ICT services",114.782,"Estimated",4.84864,"Estimated",,,14.02562,"Estimated"
2009,807,"North Macedonia",0000,"World",02,"Exports",SICT,"ICT services",121.105,"Estimated",-5.67044,"Estimated",0.042216,"Estimated",10.97214,"Estimated"
2009,818,"Egypt",0000,"World",02,"Exports",SICT,"ICT services",1012.6,"Estimated",-44.65154,"Estimated",0.352981,"Estimated",4.70543,"Estimated"
2009,834,"Tanzania, United Republic of",0000,"World",01,"Imports",SICT,"ICT services",22.118,,3.80891,,,,1.28445,
2009,834,"Tanzania, United Republic of",0000,"World",02,"Exports",SICT,"ICT services",50.692,,15.22273,,0.017671,,2.73325,
2009,842,"United States of America",0000,"World",01,"Imports",SICT,"ICT services",24643,,-1.99252,,,,6.0468,
2009,842,"United States of America",0000,"World",02,"Exports",SICT,"ICT services",19749,,3.33839,,6.884275,,3.78,
2009,854,"Burkina Faso",0000,"World",01,"Imports",SICT,"ICT services",11.27,,-49.77718,,,,2.00162,
2009,854,"Burkina Faso",0000,"World",02,"Exports",SICT,"ICT services",27.377,,95.82838,,0.009543,,17.83913,
2009,858,"Uruguay",0000,"World",01,"Imports",SICT,"ICT services",53.007,,73.20101,,,,4.0936,
2009,858,"Uruguay",0000,"World",02,"Exports",SICT,"ICT services",176.395,,-13.84026,,0.061489,,7.60435,
2009,860,"Uzbekistan",0000,"World",01,"Imports",SICT,"ICT services",30.297,,3.70713,,,,1.14841,
2009,860,"Uzbekistan",0000,"World",02,"Exports",SICT,"ICT services",63.987,,5.27641,,0.022305,,4.67866,
2009,862,"Venezuela (Bolivarian Rep. of)",0000,"World",01,"Imports",SICT,"ICT services",343,,12.0915,,,,2.56967,
2009,862,"Venezuela (Bolivarian Rep. of)",0000,"World",02,"Exports",SICT,"ICT services",83,,2.46914,,0.028933,,3.87127,
2009,882,"Samoa",0000,"World",01,"Imports",SICT,"ICT services",2.912,,252.97165,,,,3.6553,
2009,882,"Samoa",0000,"World",02,"Exports",SICT,"ICT services",5.417,,-12.65724,"Estimated",0.001888,,3.34286,
2009,887,"Yemen",0000,"World",01,"Imports",SICT,"ICT services",29.72,,0,,,,1.40148,
2009,887,"Yemen",0000,"World",02,"Exports",SICT,"ICT services",105.4,"Estimated",0,"Estimated",0.036741,"Estimated",8.51937,"Estimated"
2009,894,"Zambia",0000,"World",01,"Imports",SICT,"ICT services",11.917,"Estimated",-5.14208,"Estimated",,,1.77398,"Estimated"
2009,894,"Zambia",0000,"World",02,"Exports",SICT,"ICT services",18.85,"Estimated",-21.32721,"Estimated",0.006571,"Estimated",3.56637,"Estimated"
2009,926,"United Kingdom",0000,"World",01,"Imports",SICT,"ICT services",10062.013,,-1.13086,,,,5.50611,
2009,926,"United Kingdom",0000,"World",02,"Exports",SICT,"ICT services",15224.656,,-11.97174,,5.30714,,5.35319,
2010,0000,"World",0000,"World",02,"Exports",SICT,"ICT services",299758.116,,4.49224,,100,,7.53605,
2010,004,"Afghanistan",0000,"World",01,"Imports",SICT,"ICT services",96.655,,48.32349,,,,8.92339,
2010,004,"Afghanistan",0000,"World",02,"Exports",SICT,"ICT services",189.875,,63.12005,,0.063343,,8.91332,
2010,008,"Albania",0000,"World",01,"Imports",SICT,"ICT services",52.045,,-8.66093,,,,2.59601,
2010,008,"Albania",0000,"World",02,"Exports",SICT,"ICT services",105.488,,-31.82755,,0.035191,,4.08087,
2010,012,"Algeria",0000,"World",01,"Imports",SICT,"ICT services",107.156,,-36.08548,,,,0.90445,
2010,012,"Algeria",0000,"World",02,"Exports",SICT,"ICT services",150.216,,55.53996,,0.050112,,4.30496,
2010,024,"Angola",0000,"World",01,"Imports",SICT,"ICT services",427.676,,-33.75747,,,,2.28041,"Estimated"
2010,024,"Angola",0000,"World",02,"Exports",SICT,"ICT services",35.122,"Estimated",3.26355,"Estimated",0.011717,"Estimated",4.09884,"Estimated"
2010,031,"Azerbaijan",0000,"World",01,"Imports",SICT,"ICT services",65.381,,23.39996,,,,1.66387,
2010,031,"Azerbaijan",0000,"World",02,"Exports",SICT,"ICT services",82.238,,8.72865,,0.027435,,3.2979,
2010,032,"Argentina",0000,"World",01,"Imports",SICT,"ICT services",781.229,,5.87265,,,,5.3433,
2010,032,"Argentina",0000,"World",02,"Exports",SICT,"ICT services",1407.524,,18.83736,,0.469553,,10.98157,
2010,036,"Australia",0000,"World",01,"Imports",SICT,"ICT services",1968.5,,11.29014,,,,3.41108,
2010,036,"Australia",0000,"World",02,"Exports",SICT,"ICT services",1788.7,,8.53762,,0.596714,,3.44651,
2010,040,"Austria",0000,"World",01,"Imports",SICT,"ICT services",2622.114,"Estimated",-4.63792,"Estimated",,,6.76695,"Estimated"
2010,040,"Austria",0000,"World",02,"Exports",SICT,"ICT services",3514.341,"Estimated",-4.9233,"Estimated",1.172392,"Estimated",6.66558,"Estimated"
2010,044,"Bahamas",0000,"World",01,"Imports",SICT,"ICT services",1,"Estimated",0,"Estimated",,,0.08467,"Estimated"
2010,048,"Bahrain",0000,"World",01,"Imports",SICT,"ICT services",47.34,"Estimated",,,,,2.485,"Estimated"
2010,048,"Bahrain",0000,"World",02,"Exports",SICT,"ICT services",799.468,"Estimated",,,0.266704,"Estimated",18.88549,"Estimated"
2010,050,"Bangladesh",0000,"World",01,"Imports",SICT,"ICT services",23.887,,7.09258,,,,0.54423,
2010,050,"Bangladesh",0000,"World",02,"Exports",SICT,"ICT services",312.932,,42.5496,,0.104395,,12.79854,
2010,051,"Armenia",0000,"World",01,"Imports",SICT,"ICT services",23.717,,25.58874,,,,1.86166,
2010,051,"Armenia",0000,"World",02,"Exports",SICT,"ICT services",124.523,,35.59789,,0.041541,,12.29021,
2010,052,"Barbados",0000,"World",01,"Imports",SICT,"ICT services",28.974,,-47.00589,,,,4.32385,
2010,052,"Barbados",0000,"World",02,"Exports",SICT,"ICT services",32.861,,16.19462,,0.010963,,2.46666,
2010,056,"Belgium",0000,"World",01,"Imports",SICT,"ICT services",5562.707,,-1.4596,,,,6.34278,
2010,056,"Belgium",0000,"World",02,"Exports",SICT,"ICT services",7295.419,,1.06894,,2.433769,,7.41115,
2010,060,"Bermuda",0000,"World",01,"Imports",SICT,"ICT services",92.328,,15.72338,,,,9.11141,
2010,060,"Bermuda",0000,"World",02,"Exports",SICT,"ICT services",82.581,,-16.20449,,0.027549,,5.89286,
2010,064,"Bhutan",0000,"World",01,"Imports",SICT,"ICT services",2.233,,0.65161,,,,1.59257,
2010,064,"Bhutan",0000,"World",02,"Exports",SICT,"ICT services",0.635,"Estimated",-26.83445,"Estimated",0.000212,"Estimated",0.9222,"Estimated"
2010,068,"Bolivia (Plurinational State of)",0000,"World",01,"Imports",SICT,"ICT services",34.584,,1.09325,,,,3.01042,
2010,068,"Bolivia (Plurinational State of)",0000,"World",02,"Exports",SICT,"ICT services",63.309,,-0.11202,,0.02112,,8.94582,
2010,070,"Bosnia and Herzegovina",0000,"World",01,"Imports",SICT,"ICT services",80.362,,-0.17262,,,,14.85694,
2010,070,"Bosnia and Herzegovina",0000,"World",02,"Exports",SICT,"ICT services",126.474,,-5.62205,,0.042192,,7.43276,
2010,072,"Botswana",0000,"World",01,"Imports",SICT,"ICT services",68.264,,14.18,,,,7.16467,
2010,072,"Botswana",0000,"World",02,"Exports",SICT,"ICT services",21.622,,-12.0791,,0.007213,,3.37953,
2010,076,"Brazil",0000,"World",01,"Imports",SICT,"ICT services",3568.463,,24.15906,,,,5.85876,
2010,076,"Brazil",0000,"World",02,"Exports",SICT,"ICT services",576.943,,10.72976,,0.19247,,1.88161,
2010,084,"Belize",0000,"World",01,"Imports",SICT,"ICT services",2.719,,-54.86031,,,,1.6742,
2010,084,"Belize",0000,"World",02,"Exports",SICT,"ICT services",13.936,,-12.7807,,0.004649,,3.93841,
2010,090,"Solomon Islands",0000,"World",01,"Imports",SICT,"ICT services",3.074,,31.03689,,,,1.63925,
2010,090,"Solomon Islands",0000,"World",02,"Exports",SICT,"ICT services",2.673,,6.53897,,0.000892,,2.91501,
2010,100,"Bulgaria",0000,"World",01,"Imports",SICT,"ICT services",306.464,,85.79431,,,,8.98331,
2010,100,"Bulgaria",0000,"World",02,"Exports",SICT,"ICT services",507.023,,39.27061,,0.169144,,7.64532,
2010,112,"Belarus",0000,"World",01,"Imports",SICT,"ICT services",147.7,,30.93972,,,,4.88087,
2010,112,"Belarus",0000,"World",02,"Exports",SICT,"ICT services",385,,25.16255,,0.128437,,7.96607,
2010,116,"Cambodia",0000,"World",01,"Imports",SICT,"ICT services",46.57,,23.62623,,,,4.57295,
2010,116,"Cambodia",0000,"World",02,"Exports",SICT,"ICT services",83.77,,94.76866,,0.027946,,4.12967,
2010,124,"Canada",0000,"World",01,"Imports",SICT,"ICT services",3726.8,,19.10134,,,,3.72179,
2010,124,"Canada",0000,"World",02,"Exports",SICT,"ICT services",7572,,10.93043,,2.526037,,9.61909,
2010,1400,"Developing economies",0000,"World",02,"Exports",SICT,"ICT services",81276.597,,12.30919,,27.114061,,7.90506,
2010,1410,"Developing economies: Africa",0000,"World",02,"Exports",SICT,"ICT services",4922.399,,10.4375,,1.642124,,5.16838,
2010,1420,"Developing economies: Americas",0000,"World",02,"Exports",SICT,"ICT services",5950.505,,11.54914,,1.985102,,4.34072,
2010,1430,"Developing economies: Asia",0000,"World",02,"Exports",SICT,"ICT services",70347.076,,12.54737,,23.467947,,8.88056,
2010,144,"Sri Lanka",0000,"World",01,"Imports",SICT,"ICT services",56.04,"Estimated",4.74766,"Estimated",,,1.29625,"Estimated"
2010,144,"Sri Lanka",0000,"World",02,"Exports",SICT,"ICT services",348.3,,7.26825,,0.116194,,14.07733,
2010,1460,"Developing economies: Asia and Oceania",0000,"World",02,"Exports",SICT,"ICT services",70403.692,,12.5073,,23.486834,,8.84655,
2010,1500,"Developed economies",0000,"World",02,"Exports",SICT,"ICT services",218481.519,,1.85497,,72.885939,,7.40741,
2010,152,"Chile",0000,"World",01,"Imports",SICT,"ICT services",496.6,,15.9197,,,,3.93999,
2010,152,"Chile",0000,"World",02,"Exports",SICT,"ICT services",286.1,,12.10815,,0.095444,,2.6376,
2010,1520,"Developed economies: Americas",0000,"World",02,"Exports",SICT,"ICT services",28699.581,,7.59606,,9.574247,,4.33423,
2010,1530,"Developed economies: Asia",0000,"World",02,"Exports",SICT,"ICT services",7008.441,,-25.26164,,2.338032,,2.88725,
2010,1540,"Developed economies: Europe",0000,"World",02,"Exports",SICT,"ICT services",180523.284,,2.31051,,60.222985,,9.11207,
2010,1550,"Developed economies: Oceania",0000,"World",02,"Exports",SICT,"ICT services",2250.213,,12.21052,,0.750676,,3.54607,
2010,156,"China",0000,"World",01,"Imports",SICT,"ICT services",4102.5,"Estimated",-7.64545,"Estimated",,,2.12124,"Estimated"
2010,156,"China",0000,"World",02,"Exports",SICT,"ICT services",10476.4,"Estimated",35.8812,"Estimated",3.494951,"Estimated",5.87443,"Estimated"
2010,1560,"Developed economies: Asia and Oceania",0000,"World",02,"Exports",SICT,"ICT services",9258.654,,-18.65995,,3.088708,,3.02379,
2010,1600,"Developing economies excluding China",0000,"World",02,"Exports",SICT,"ICT services",70800.197,,9.49844,,23.619109,,8.3312,
2010,1601,"Developing economies excluding LDCs",0000,"World",02,"Exports",SICT,"ICT services",79288.213,,12.04501,,26.450731,,7.89677,
2010,1610,"LDCs (Least developed countries)",0000,"World",02,"Exports",SICT,"ICT services",1988.384,,23.96407,,0.663329,,8.25069,
2010,1611,"LDCs: Africa and Haiti",0000,"World",02,"Exports",SICT,"ICT services",1174.229,,14.55244,,0.391726,,8.38782,
2010,1612,"LDCs: Asia",0000,"World",02,"Exports",SICT,"ICT services",788.222,,42.49917,,0.262953,,8.00548,
2010,1613,"LDCs: Islands",0000,"World",02,"Exports",SICT,"ICT services",25.932,,0.51199,,0.008651,,10.19573,
2010,1614,"LDCs: Africa",0000,"World",02,"Exports",SICT,"ICT services",1157.679,,13.98988,,0.386205,,8.54614,
2010,1615,"LDCs: Islands and Haiti",0000,"World",02,"Exports",SICT,"ICT services",42.482,,20.48244,,0.014172,,6.00585,
2010,1620,"LLDCs (Landlocked developing countries)",0000,"World",02,"Exports",SICT,"ICT services",1730.197,,13.77355,,0.577198,,6.41204,
2010,1631,"SIDS: Atlantic and Indian Ocean",0000,"World",02,"Exports",SICT,"ICT services",193.965,,26.94254,"Estimated",0.064707,,3.50704,
2010,1633,"SIDS: Pacific",0000,"World",02,"Exports",SICT,"ICT services",33.333,,-3.75134,,0.01112,,1.82943,
2010,1640,"SIDS (Small island developing States) (UN-OHRLLS)",0000,"World",02,"Exports",SICT,"ICT services",5180.462,,24.79908,"Estimated",1.728214,,3.51934,
2010,170,"Colombia",0000,"World",01,"Imports",SICT,"ICT services",504.4,,-1.65724,,,,4.74694,
2010,170,"Colombia",0000,"World",02,"Exports",SICT,"ICT services",448.1,,-6.89798,,0.149487,,7.4392,
2010,174,"Comoros",0000,"World",01,"Imports",SICT,"ICT services",2.327,,,,,,2.47351,
2010,174,"Comoros",0000,"World",02,"Exports",SICT,"ICT services",15.77,"Estimated",6.76325,"Estimated",0.005261,"Estimated",24.29144,"Estimated"
2010,178,"Congo",0000,"World",01,"Imports",SICT,"ICT services",28.893,"Estimated",-52.55977,"Estimated",,,0.86885,"Estimated"
2010,178,"Congo",0000,"World",02,"Exports",SICT,"ICT services",15.815,"Estimated",-31.35851,"Estimated",0.005276,"Estimated",3.3596,"Estimated"
2010,180,"Congo, Dem. Rep. of the",0000,"World",01,"Imports",SICT,"ICT services",0.9,"Estimated",-97.31343,"Estimated",,,0.0338,"Estimated"
2010,180,"Congo, Dem. Rep. of the",0000,"World",02,"Exports",SICT,"ICT services",67.4,"Estimated",-27.13514,"Estimated",0.022485,"Estimated",17.34431,"Estimated"
2010,188,"Costa Rica",0000,"World",01,"Imports",SICT,"ICT services",148.2,,0,,,,7.84418,
2010,188,"Costa Rica",0000,"World",02,"Exports",SICT,"ICT services",510.2,,53.86007,,0.170204,,10.16031,
2010,191,"Croatia",0000,"World",01,"Imports",SICT,"ICT services",304.928,,-14.85051,,,,7.85092,
2010,191,"Croatia",0000,"World",02,"Exports",SICT,"ICT services",425.439,,3.77827,,0.141927,,3.54421,
2010,196,"Cyprus",0000,"World",01,"Imports",SICT,"ICT services",556.375,"Estimated",-9.95001,"Estimated",,,10.38809,"Estimated"
2010,196,"Cyprus",0000,"World",02,"Exports",SICT,"ICT services",676.115,,-22.96031,"Estimated",0.225554,,7.19018,
2010,203,"Czechia",0000,"World",01,"Imports",SICT,"ICT services",1714.174,,8.76511,,,,9.62254,
